5/4/2019 12:34,0.414053986
5/4/2019 12:34,0.400432619
5/4/2019 12:35,0.374937632
5/4/2019 12:35,0.700336775
5/4/2019 12:36,0.166060543
5/4/2019 12:36,0.017596888
5/4/2019 12:37,0.097970735
5/4/2019 12:37,0.316487303
5/4/2019 12:38,0.269683154
5/4/2019 12:38,0.324428634
5/4/2019 12:39,0.48924587
5/4/2019 12:39,0.708800602
5/4/2019 12:40,0.155689093
5/4/2019 12:40,0.278283433
5/4/2019 12:41,0.989786999
5/4/2019 12:41,0.602840105
5/4/2019 12:42,0.436507381
5/4/2019 12:42,0.486461537
5/4/2019 12:43,0.8385765
5/4/2019 12:43,0.963059297
5/4/2019 12:44,0.580248898
5/4/2019 12:44,0.278600938
5/4/2019 12:45,0.695333578
5/4/2019 12:45,0.708063446
5/4/2019 12:46,0.420628578
5/4/2019 12:46,0.660020236
5/4/2019 12:47,0.714447205
5/4/2019 12:47,0.418309488
5/4/2019 12:48,0.126044316
5/4/2019 12:48,0.027358596
5/4/2019 12:49,0.353340403
5/4/2019 12:49,0.632399889
5/4/2019 12:50,0.612117232
5/4/2019 12:50,0.157462181
5/4/2019 12:51,0.181155953
5/4/2019 12:51,0.530986376
5/4/2019 12:52,0.676675037
5/4/2019 12:52,0.383305163
5/4/2019 12:53,0.288065548
5/4/2019 12:53,0.61268397
5/4/2019 12:54,0.716515073
5/4/2019 12:54,0.880592855
5/4/2019 12:55,0.362169643
5/4/2019 12:55,0.995946099
5/4/2019 12:56,0.071189959
5/4/2019 12:56,0.841925572
5/4/2019 12:57,0.518539643
5/4/2019 12:57,0.993560244
5/4/2019 12:58,0.729549782
5/4/2019 12:58,0.335001333
5/4/2019 12:59,0.645578966
5/4/2019 12:59,0.02623129
5/4/2019 13:00,0.372009052
5/4/2019 13:00,0.94068357
5/4/2019 13:01,0.135729448
5/4/2019 13:01,0.345602446
5/4/2019 13:02,0.504316443
5/4/2019 13:02,0.340575254
5/4/2019 13:03,0.097966355
5/4/2019 13:03,0.963887025
5/4/2019 13:04,0.748913963
5/4/2019 13:04,0.458494475
5/4/2019 13:05,0.800442539
5/4/2019 13:05,0.902427444
5/4/2019 13:06,0.952542073
5/4/2019 13:06,0.263114462
5/4/2019 13:07,0.28922848
5/4/2019 13:07,0.676982494
5/4/2019 13:08,0.050776321
5/4/2019 13:08,0.579999987
5/4/2019 13:09,0.955516869
5/4/2019 13:09,0.128671637
5/4/2019 13:10,0.493345761
5/4/2019 13:10,0.297363398
5/4/2019 13:11,0.966706393
5/4/2019 13:11,0.609334345
5/4/2019 13:12,0.429547437
5/4/2019 13:12,0.46807164
5/4/2019 13:13,0.644351563
5/4/2019 13:13,0.64526594
5/4/2019 13:14,0.177766326
5/4/2019 13:14,0.001679129
5/4/2019 13:15,0.980517679
5/4/2019 13:15,0.611237885
5/4/2019 13:16,0.289951812
5/4/2019 13:16,0.914715879
5/4/2019 13:17,0.732206836
5/4/2019 13:17,0.667142994
5/4/2019 13:18,0.838195369
5/4/2019 13:18,0.058182888
5/4/2019 13:19,0.307064639
5/4/2019 13:19,0.844642117
5/4/2019 13:20,0.055828892
5/4/2019 13:20,0.077805576
5/4/2019 13:21,0.762871797
5/4/2019 13:21,0.357715668
5/4/2019 13:22,0.437006575
5/4/2019 13:22,0.637719242
5/4/2019 13:23,0.316667107
5/4/2019 13:23,0.05092812
